,noun_phrase,postid,type_of_narr
0,We,1,Being
1,identity politics,1,Being
2,We,1,Being
3,a gay couple,1,Being
4,who,1,Being
5,20 years,1,Being
6,we,1,Being
7,the Republican ticket,1,Being
8,It,1,Being
9,our friends,1,Being
10,we,1,Being
11,Republican,1,Being
12,it,1,Being
13,our family,1,Being
14,we,1,Being
15,We,1,Being
16,ourselves,1,Being
17,one closet,1,Being
18,a darker one,1,Being
19,"Our ""friends",1,Being
20,we,1,Being
21,the election,1,Being
22,They,1,Being
23,us,1,Being
24,Facebook,1,Being
25,us,1,Being
26,nasty and hateful messages,1,Being
27,voice mails,1,Being
28,our phone,1,Being
29,us,1,Being
30,social events,1,Being
31,Thanos' snap,1,Being
32,they,1,Being
33,a matter,1,Being
34,seconds,1,Being
35,These actions,1,Being
36,our choice,1,Being
37,What,1,Being
38,we,1,Being
39,pictures,1,Being
40,us,1,Being
41,Chik-fil,1,Being
42,a fries,1,Being
43,shopping,1,Being
44,Hobby Lobby,1,Being
45,it,1,Being
46,We,1,Being
47,Republican,1,Being
48,every rabid attack,2,Being
49,the left,2,Being
50,Trump,2,Being
51,they,2,Being
52,his second victory,2,Being
53,every riot,2,Being
54,assault,2,Being
55,doxxing,2,Being
56,act,2,Being
57,physical intimidation,2,Being
58,portrayal,2,Being
59,the assassination,2,Being
60,the president,2,Being
61,threat,2,Being
62,Conservatives,2,Being
63,we,2,Being
64,one step,2,Being
65,the Conservative cause,2,Being
66,our country,2,Being
67,the Left's insanity,2,Being
68,our Republic's constitutional greatness,2,Being
69,what,2,Being
70,you,2,Being
71,I,2,Being
72,"20,000 followers",2,Being
73,We,2,Being
74,the mainstream media,2,Being
75,President Trump,2,Being
76,death threats,2,Being
77,his wife,2,Being
78,his son,2,Being
79,pedophiles,2,Being
80,his cabinet,2,Being
81,restaurants,2,Being
82,you,2,Being
83,the left,2,Being
84,we,2,Being
85,news,2,Being
86,you,2,Being
87,We,2,Being
88,I,3,Becoming
89,I,3,Becoming
90,I,3,Becoming
91,Tennessee,3,Becoming
92,my life,3,Becoming
93,I,3,Becoming
94,democrats,3,Becoming
95,the left,3,Becoming
96,I,3,Becoming
97,I,3,Becoming
98,I,3,Becoming
99,them,3,Becoming
100,I,3,Becoming
101,Republicans,3,Becoming
102,my rights,3,Becoming
103,I,3,Becoming
104,the Republicans,3,Becoming
105,the day,3,Becoming
106,I,3,Becoming
107,I,3,Becoming
108,I,3,Becoming
109,high school,3,Becoming
110,I,3,Becoming
111,Trump's speech,3,Becoming
112,the first time,3,Becoming
113,this point,3,Becoming
114,I,3,Becoming
115,full support,3,Becoming
116,Hillary,3,Becoming
117,I,3,Becoming
118,something,3,Becoming
119,what,3,Becoming
120,he,3,Becoming
121,I,3,Becoming
122,the first time,3,Becoming
123,I,3,Becoming
124,the Republican party,3,Becoming
125,they,3,Becoming
126,me,3,Becoming
127,I,3,Becoming
128,great friends,3,Becoming
129,who,3,Becoming
130,me,3,Becoming
131,this day,3,Becoming
132,I,3,Becoming
133,Trump,3,Becoming
134,the first time,3,Becoming
135,my life,3,Becoming
136,I,3,Becoming
137,the lies,3,Becoming
138,the democrats,3,Becoming
139,me,3,Becoming
140,I,3,Becoming
141,democrat,3,Becoming
142,I,3,Becoming
143,I,3,Becoming
144,people,3,Becoming
145,the left,3,Becoming
146,I,3,Becoming
147,the Democratic Party,3,Becoming
148,why I #walkaway,3,Becoming
149,the left,3,Becoming
150,It,4,Becoming
151,the stories,4,Becoming
152,people,4,Becoming
153,the same viewpoints,4,Becoming
154,myself,4,Becoming
155,I,4,Becoming
156,I,4,Becoming
157,a Democrat,4,Becoming
158,that age,4,Becoming
159,I,4,Becoming
160,what,4,Becoming
161,my political ideas,4,Becoming
162,the years,4,Becoming
163,I,4,Becoming
164,I,4,Becoming
165,my belief system,4,Becoming
166,I,4,Becoming
167,the first Obama campaign,4,Becoming
168,him,4,Becoming
169,people,4,Becoming
170,him,4,Becoming
171,I,4,Becoming
172,him,4,Becoming
173,I,4,Becoming
174,him,4,Becoming
175,he,4,Becoming
176,our president,4,Becoming
177,I,4,Becoming
178,him,4,Becoming
179,hatred,4,Becoming
180,bashing,4,Becoming
181,His presidency,4,Becoming
182,our great country,4,Becoming
183,it,4,Becoming
184,today,4,Becoming
185,the Trump campaign,4,Becoming
186,I,4,Becoming
187,a Trump fan,4,Becoming
188,I,4,Becoming
189,his ideas,4,Becoming
190,a fan,4,Becoming
191,I,4,Becoming
192,him,4,Becoming
193,my mind,4,Becoming
194,I,4,Becoming
195,two evils,4,Becoming
196,I,4,Becoming
197,Trump,4,Becoming
198,I,4,Becoming
199,he,4,Becoming
200,America,4,Becoming
201,he,4,Becoming
202,things,4,Becoming
203,things,4,Becoming
204,his intentions,4,Becoming
205,he,4,Becoming
206,what,4,Becoming
207,he,4,Becoming
208,The hate,4,Becoming
209,the left,4,Becoming
210,me,4,Becoming
211,I,4,Becoming
212,his friends,4,Becoming
213,relatives,4,Becoming
214,Trump,4,Becoming
215,they,4,Becoming
216,his children,4,Becoming
217,I,4,Becoming
218,it,4,Becoming
219,This movement,4,Becoming
220,it,4,Becoming
221,stories,4,Becoming
222,the way,4,Becoming
223,I,4,Becoming
224,our country,4,Becoming
225,our President,4,Becoming
226,me,4,Becoming
227,I,4,Becoming
228,a bot,4,Becoming
229,something,4,Becoming
230,Just a single mom,4,Becoming
231,who,4,Becoming
232,her country,4,Becoming
233,it,4,Becoming
234,my children,4,Becoming
235,future generations,4,Becoming
236,I,5,Becoming
237,a lifelong moderate Democrat,5,Becoming
238,I,5,Becoming
239,Obama,5,Becoming
240,I,5,Becoming
241,he,5,Becoming
242,enough time,5,Becoming
243,the changes,5,Becoming
244,he,5,Becoming
245,I,5,Becoming
246,my choice,5,Becoming
247,the second election,5,Becoming
248,I,5,Becoming
249,the agenda,5,Becoming
250,talk,5,Becoming
251,"dishonest, dangerous policies",5,Becoming
252,I,5,Becoming
253,he,5,Becoming
254,his back,5,Becoming
255,our law enforcement,5,Becoming
256,Israel,5,Becoming
257,I,5,Becoming
258,politicians,5,Becoming
259,the least bit,5,Becoming
260,the people,5,Becoming
261,this country,5,Becoming
262,I,5,Becoming
263,Hillary,5,Becoming
264,she,5,Becoming
265,the women,5,Becoming
266,her husband,5,Becoming
267,the entire Democratic party,5,Becoming
268,support,5,Becoming
269,him,5,Becoming
270,his perjury,5,Becoming
271,Her corruption,5,Becoming
272,me,5,Becoming
273,Obama's administration,5,Becoming
274,she,5,Becoming
275,President,5,Becoming
276,I,5,Becoming
277,myself,5,Becoming
278,I,5,Becoming
279,my heart,5,Becoming
280,I,5,Becoming
281,her,5,Becoming
282,I,5,Becoming
283,Trump,5,Becoming
284,her Email scandal,5,Becoming
285,all the evidence,5,Becoming
286,I,5,Becoming
287,no charges,5,Becoming
288,her,5,Becoming
289,She,5,Becoming
290,the same standards,5,Becoming
291,we,5,Becoming
292,The Clinton Machine,5,Becoming
293,"a dangerous, powerful, corrupt entity",5,Becoming
294,I,5,Becoming
295,Trump,5,Becoming
296,he,5,Becoming
297,a politician,5,Becoming
298,He,5,Becoming
299,a businessman,5,Becoming
300,anyone's pocket,5,Becoming
301,I,5,Becoming
302,the amount,5,Becoming
303,hate,5,Becoming
304,fear,5,Becoming
305,violence,5,Becoming
306,intimidation,5,Becoming
307,the Democrats,5,Becoming
308,him,5,Becoming
309,his family,5,Becoming
310,The vicious attacks,5,Becoming
311,the MSM,5,Becoming
312,"The vulgar, hateful, slanderous attacks",5,Becoming
313,The Hollywood elite,5,Becoming
314,their eyes,5,Becoming
315,I,5,Becoming
316,I,5,Becoming
317,the right choice,5,Becoming
318,The Liberal Radical Left insanity,5,Becoming
319,me,5,Becoming
320,their toxic dust,5,Becoming
321,the party,5,Becoming
322,I,5,Becoming
323,I,5,Becoming
324,Fox News,5,Becoming
325,civil discussions,5,Becoming
326,I,5,Becoming
327,the investigations,5,Becoming
328,DOJ,5,Becoming
329,FBI,5,Becoming
330,myself,5,Becoming
331,none,5,Becoming
332,Hillary,5,Becoming
333,the corruption,5,Becoming
334,Trump,5,Becoming
335,America,5,Becoming
336,the swamp,5,Becoming
337,I,5,Becoming
338,his safety,5,Becoming
339,continued success,5,Becoming
340,The hypocrisy,5,Becoming
341,the left,5,Becoming
342,they,5,Becoming
343,illegal immigration,5,Becoming
344,intimidation,5,Becoming
345,suppression,5,Becoming
346,free speech,5,Becoming
347,public harassment,5,Becoming
348,hate,5,Becoming
349,violence,5,Becoming
350,I,5,Becoming
351,I,5,Becoming
352,a part,5,Becoming
353,them,5,Becoming
354,you,5,Becoming
355,me,5,Becoming
356,this group,5,Becoming
357,I,5,Becoming
358,what,5,Becoming
359,I,5,Becoming
360,my heart,5,Becoming
361,I,5,Becoming
362,I,5,Becoming
363,my Country,5,Becoming
364,WalkAway,5,Becoming
365,I,5,Becoming
366,a bot,5,Becoming
367,I,6,NA
368,#Walkaway,6,NA
369,crimes,6,NA
370,Front Page news,6,NA
371,Back Page news,6,NA
372,they,6,NA
373,Obama,6,NA
374,police brutality,6,NA
375,the funeral,6,NA
376,murdered police officers,6,NA
377,Dallas,6,NA
378,Marxism,6,NA
379,it,6,NA
380,100 million people,6,NA
381,the last century,6,NA
382,identity politics,6,NA
383,an argument,6,NA
384,you,6,NA
385,white males,6,NA
386,the point,6,NA
387,them,6,NA
388,(literally something,6,NA
389,a friend,6,NA
390,me,6,NA
391,I,6,NA
392,I,6,NA
393,the Left,6,NA
394,politics,6,NA
395,socialism,6,NA
396,ZERO chance,6,NA
397,I,6,NA
398,I,7,Being
399,a UAW member,7,Being
400,the record,7,Being
401,I,7,Being
402,anti-Union,7,Being
403,I,7,Being
404,Anti CORRUPT Union,7,Being
405,I,7,Being
406,a a suburb,7,Being
407,Detroit,7,Being
408,Both my Mother,7,Being
409,my father,7,Being
410,"hard working, blue collar Union workers",7,Being
411,They,7,Being
412,factory workers,7,Being
413,trade,7,Being
414,our household,7,Being
415,pure Democrat,7,Being
416,members,7,Being
417,the UAW,7,Being
418,I,7,Being
419,a Democrat,7,Being
420,Republican,7,Being
421,Carter,7,Being
422,America,7,Being
423,I,7,Being
424,Ronald Reagan,7,Being
425,the presidency,7,Being
426,I,7,Being
427,he,7,Being
428,Jimmy Carter's previous agenda,7,Being
429,the PATCO workers,7,Being
430,I,7,Being
431,Reagan's overall policies,7,Being
432,Clinton,7,Being
433,office,7,Being
434,I,7,Being
435,BOTH parties,7,Being
436,an equal hand,7,Being
437,the American workers,7,Being
438,jobs,7,Being
439,slave trade countries,7,Being
440,I,7,Being
441,the Republican Party,7,Being
442,"its conservative, constitutional principles",7,Being
443,I,7,Being
444,Obama's tales,7,Being
445,change,7,Being
446,hope,7,Being
447,the American people,7,Being
448,he,7,Being
449,the torch,7,Being
450,Wall Street,7,Being
451,his predecessors,7,Being
452,He,7,Being
453,the knife,7,Being
454,the backs,7,Being
455,millions,7,Being
456,union workers,7,Being
457,the attack,7,Being
458,middle income workers,7,Being
459,his attack,7,Being
460,our wages,7,Being
461,the auto execs,7,Being
462,billions,7,Being
463,His policies,7,Being
464,workers,7,Being
465,2 tier,7,Being
466,even 3rd tier wages,7,Being
467,us,7,Being
468,our only effective bargaining tool,7,Being
469,our right,7,Being
470,He,7,Being
471,his attack,7,Being
472,our jobs,7,Being
473,BS agreements,7,Being
474,Korea,7,Being
475,NATO,7,Being
476,WTO,7,Being
477,I,7,Being
478,Trump,7,Being
479,he,7,Being
480,Obama,7,Being
481,(Hillary,7,Being
482,I,7,Being
483,I,7,Being
484,part,7,Being
485,the #WalkAway Campaign,7,Being
486,I,8,Becoming
487,a member,8,Becoming
488,#walkaway,8,Becoming
489,my testimony,8,Becoming
490,I,8,Becoming
491,the Democratic Party,8,Becoming
492,I,8,Becoming
493,I,8,Becoming
494,I,8,Becoming
495,I,8,Becoming
496,Democrats,8,Becoming
497,I,8,Becoming
498,I,8,Becoming
499,Gore,8,Becoming
500,Bush,8,Becoming
501,whatever reason,8,Becoming
502,my stepdad,8,Becoming
503,Clinton,8,Becoming
504,I,8,Becoming
505,my first kid,8,Becoming
506,it,8,Becoming
507,me,8,Becoming
508,the candidates,8,Becoming
509,who,8,Becoming
510,me,8,Becoming
511,I,8,Becoming
512,a Republican,8,Becoming
513,I,8,Becoming
514,McCain/,8,Becoming
515,Paliin ticket,8,Becoming
516,a huge Palin fan,8,Becoming
517,I,8,Becoming
518,Obama,8,Becoming
519,I,8,Becoming
520,I,8,Becoming
521,him,8,Becoming
522,the benefit,8,Becoming
523,the doubt,8,Becoming
524,I,8,Becoming
525,the side,8,Becoming
526,the road,8,Becoming
527,a hope,8,Becoming
528,a bright future,8,Becoming
529,my little one,8,Becoming
530,Obama,8,Becoming
531,I,8,Becoming
532,we,8,Becoming
533,Obamacare,8,Becoming
534,I,8,Becoming
535,the hurt,8,Becoming
536,money,8,Becoming
537,our pockets,8,Becoming
538,the premiums,8,Becoming
539,I,8,Becoming
540,Trump,8,Becoming
541,my first pick,8,Becoming
542,him,8,Becoming
543,Hillary,8,Becoming
544,no way,8,Becoming
545,I,8,Becoming
546,#withher,8,Becoming
547,a scary time,8,Becoming
548,I,8,Becoming
549,what kind,8,Becoming
550,world,8,Becoming
551,our children,8,Becoming
552,socialism,8,Becoming
553,control,8,Becoming
554,it,8,Becoming
555,only a matter,8,Becoming
556,time,8,Becoming
557,I,8,Becoming
558,this country,8,Becoming
559,I,8,Becoming
560,God,8,Becoming
561,I,8,Becoming
562,I,8,Becoming
563,a voice,8,Becoming
564,we,8,Becoming
565,voices,8,Becoming
566,Not a Russian Bot,8,Becoming
567,just a concerned citizen,8,Becoming
568,this great country#MAGA2020,8,Becoming
569,you,9,Being
570,me,9,Being
571,I,9,Being
572,this group,9,Being
573,I,9,Being
574,a short comment,9,Being
575,I,9,Being
576,the direction,9,Being
577,this great nation,9,Being
578,a group,9,Being
579,trash,9,Being
580,hate,9,Being
581,I,9,Being
582,over one thousand likes,9,Being
583,love,9,Being
584,I,9,Being
585,track,9,Being
586,all the welcome and positive comments,9,Being
587,my simple post,9,Being
588,fellow Americans,9,Being
589,I,9,Being
590,the saying,9,Being
591,You,9,Being
592,me,9,Being
593,an understatement,9,Being
594,I,9,Being
595,part,9,Being
596,a group,9,Being
597,America,9,Being
598,we,9,Being
599,the way,9,Being
600,we,9,Being
601,this great nation,9,Being
602,my opinion,9,Being
603,I,9,Being
604,many posts,9,Being
605,many videos,9,Being
606,I,9,Being
607,anything,9,Being
608,respect,9,Being
609,EVERYBODY,9,Being
610,I,9,Being
611,this group,9,Being
612,I,9,Being
613,what,9,Being
614,I,9,Being
615,my grandchildren,9,Being
616,they,9,Being
617,I,9,Being
618,flag,9,Being
619,gun,9,Being
620,American,9,Being
621,I,9,Being
622,my hand,9,Being
623,my heart,9,Being
624,the national anthem,9,Being
625,I,9,Being
626,a democrat,9,Being
627,last 3rd,9,Being
628,I,9,Being
629,other Americans,9,Being
630,ideas,9,Being
631,I,9,Being
632,a swing vote voter,9,Being
633,vote,9,Being
634,who,9,Being
635,I,9,Being
636,America,9,Being
637,I,9,Being
638,I,9,Being
639,childhood memories,9,Being
640,I,9,Being
641,My dad,9,Being
642,a hardened veteran,9,Being
643,WWII,9,Being
644,a true blue southern baptist democrat,9,Being
645,the south,9,Being
646,my mom,9,Being
647,the farmlands,9,Being
648,our nation,9,Being
649,a true blue democratic Lutheran,9,Being
650,My first memory,9,Being
651,politics,9,Being
652,religion,9,Being
653,4 grade,9,Being
654,Dwight Eisenhower,9,Being
655,the setting President,9,Being
656,who,9,Being
657,president,9,Being
658,a young catholic man,9,Being
659,a mixed heated debate,9,Being
660,my parents,9,Being
661,their friends,9,Being
662,JFK,9,Being
663,I,9,Being
664,my parents,9,Being
665,him,9,Being
666,they,9,Being
667,democrats,9,Being
668,he,9,Being
669,What,9,Being
670,it,9,Being
671,them,9,Being
672,me,9,Being
673,the inaugural address,9,Being
674,he,9,Being
675,what,9,Being
676,your country,9,Being
677,you,9,Being
678,what,9,Being
679,you,9,Being
680,your country,9,Being
681,Zing,9,Being
682,both my very hard working parents,9,Being
683,the great depression,9,Being
684,this new President,9,Being
685,who,9,Being
686,I,9,Being
687,who,9,Being
688,4th grade,9,Being
689,the day,9,Being
690,I,9,Being
691,an American,9,Being
692,the years,9,Being
693,I,9,Being
694,candidates,9,Being
695,they,9,Being
696,Americans,9,Being
697,those years,9,Being
698,I,9,Being
699,a slide,9,Being
700,one side,9,Being
701,the value,9,Being
702,I,9,Being
703,it,9,Being
704,I,9,Being
705,this day,9,Being
706,people,9,Being
707,side,9,Being
708,the parties,9,Being
709,What,9,Being
710,me,9,Being
711,the band wagon,9,Being
712,9-11 America,9,Being
713,patriotism,9,Being
714,belief,9,Being
715,who,9,Being
716,president,9,Being
717,a really good orator,9,Being
718,I,9,Being
719,him,9,Being
720,something,9,Being
721,his way,9,Being
722,words,9,Being
723,what,9,Being
724,a southern baptist smooth orator preacher,9,Being
725,the pulpit,9,Being
726,the crap,9,Being
727,me,9,Being
728,a young age,9,Being
729,I,9,Being
730,this smooth orator,9,Being
731,the next 8 years,9,Being
732,I,9,Being
733,this smooth talker,9,Being
734,my America,9,Being
735,I,9,Being
736,an understatement,9,Being
737,I,9,Being
738,the place,9,Being
739,fire,9,Being
740,buildings,9,Being
741,riot,9,Being
742,the streets,9,Being
743,who,9,Being
744,president,9,Being
745,a person,9,Being
746,Americans,9,Being
747,she,9,Being
748,her,9,Being
749,they,9,Being
750,help,9,Being
751,that sort,9,Being
752,person,9,Being
753,she,9,Being
754,office,9,Being
755,this guy,9,Being
756,a finger,9,Being
757,TV,9,Being
758,what a choice,9,Being
759,I,9,Being
760,we,9,Being
761,Americans,9,Being
762,I,9,Being
763,the debates,9,Being
764,she,9,Being
765,the floor,9,Being
766,myself,9,Being
767,this your fired guy,9,Being
768,he,9,Being
769,she,9,Being
770,prison,9,Being
771,I,9,Being
772,she,9,Being
773,the highest office,9,Being
774,the world,9,Being
775,he,9,Being
776,it,9,Being
777,national TV,9,Being
778,I,9,Being
779,my research,9,Being
780,this business man,9,Being
781,the person,9,Being
782,what,9,Being
783,America,9,Being
784,America,9,Being
785,she,9,Being
786,the corner,9,Being
787,dust,9,Being
788,her torch,9,Being
789,America,9,Being
790,This man,9,Being
791,Our President,9,Being
792,the man,9,Being
793,an American,9,Being
794,God,9,Being
795,Americans,9,Being
796,uniform,9,Being
797,farmers,9,Being
798,auto workers,9,Being
799,coal workers,9,Being
800,stock brokers,9,Being
801,the edges,9,Being
802,a politician,9,Being
803,tweets,9,Being
804,it,9,Being
805,it,9,Being
806,me,9,Being
807,the wall,9,Being
808,times,9,Being
809,leaders,9,Being
810,counties,9,Being
811,the UN,9,Being
812,the bank,9,Being
813,talks,9,Being
814,our enemies,9,Being
815,our fallen heroes,9,Being
816,what,9,Being
817,he,9,Being
818,he,9,Being
819,the debating stage,9,Being
820,I,9,Being
821,my definition,9,Being
822,voting,9,Being
823,I,9,Being
824,I,9,Being
825,a RAPTOR,9,Being
826,I,9,Being
827,I,9,Being
828,America,9,Being
829,the dust,9,Being
830,I,9,Being
831,hope,9,Being
832,my grand babies,9,Being
833,America,9,Being
834,Americans,9,Being
835,not the dysfunctional politicians,9,Being
836,both side,9,Being
837,the aisle,9,Being
838,we,9,Being
839,We,9,Being
840,democrats,9,Being
841,republicans,9,Being
842,we,9,Being
843,Americans,9,Being
844,President Trump,9,Being
845,the swamp,9,Being
846,'s,9,Being
847,this business man,9,Being
848,her,9,Being
849,your vote,9,Being
850,America,9,Being
851,you,9,Being
852,your research,9,Being
853,NOTHING,9,Being
854,I,10,Becoming
855,a video,10,Becoming
856,I,10,Becoming
857,I,10,Becoming
858,not a BOT,10,Becoming
859,an American,10,Becoming
860,who,10,Becoming
861,a political party,10,Becoming
862,Democrat,10,Becoming
863,I,10,Becoming
864,that recent post,10,Becoming
865,the man,10,Becoming
866,who,10,Becoming
867,a neighbor,10,Becoming
868,a note,10,Becoming
869,his American flag,10,Becoming
870,it,10,Becoming
871,a symbol,10,Becoming
872,hate,10,Becoming
873,Boston,10,Becoming
874,we,10,Becoming
875,politics,10,Becoming
876,our family,10,Becoming
877,My dad,10,Becoming
878,a Marine,10,Becoming
879,a definite Republican,10,Becoming
880,my mother,10,Becoming
881,you,10,Becoming
882,who,10,Becoming
883,someone,10,Becoming
884,they,10,Becoming
885,they,10,Becoming
886,kids,10,Becoming
887,the 70s,10,Becoming
888,we,10,Becoming
889,our country,10,Becoming
890,I,10,Becoming
891,politics,10,Becoming
892,it,10,Becoming
893,I,10,Becoming
894,issues,10,Becoming
895,I,10,Becoming
896,I,10,Becoming
897,just sound bytes,10,Becoming
898,I,10,Becoming
899,Bush Sr.,10,Becoming
900,Bill Clinton,10,Becoming
901,Bush Jr.,10,Becoming
902,Obama,10,Becoming
903,now Trump,10,Becoming
904,him,10,Becoming
905,you,10,Becoming
906,the pattern,10,Becoming
907,everyone,10,Becoming
908,I,10,Becoming
909,{smile,10,Becoming
910,My awakening,10,Becoming
911,I,10,Becoming
912,a busy part,10,Becoming
913,the country,10,Becoming
914,New England,10,Becoming
915,45 minutes,10,Becoming
916,any town,10,Becoming
917,the southern rockies,10,Becoming
918,Colorado,10,Becoming
919,I,10,Becoming
920,three men,10,Becoming
921,a truck,10,Becoming
922,it,10,Becoming
923,an hour,10,Becoming
924,I,10,Becoming
925,the woods,10,Becoming
926,homes,10,Becoming
927,my house,10,Becoming
928,they,10,Becoming
929,me,10,Becoming
930,I,10,Becoming
931,something,10,Becoming
932,I,10,Becoming
933,I,10,Becoming
934,a gun,10,Becoming
935,a conceal,10,Becoming
936,class,10,Becoming
937,it,10,Becoming
938,a place,10,Becoming
939,under 500 people,10,Becoming
940,the fall,10,Becoming
941,winter,10,Becoming
942,no cell service,10,Becoming
943,8K feet,10,Becoming
944,elevation,10,Becoming
945,45 minutes,10,Becoming
946,police help,10,Becoming
947,I,10,Becoming
948,I,10,Becoming
949,family,10,Becoming
950,friends,10,Becoming
951,they,10,Becoming
952,me,10,Becoming
953,a gun,10,Becoming
954,I,10,Becoming
955,my nieces,10,Becoming
956,nephews,10,Becoming
957,I,10,Becoming
958,a gun,10,Becoming
959,they,10,Becoming
960,them,10,Becoming
961,our family,10,Becoming
962,a fan,10,Becoming
963,them,10,Becoming
964,I,10,Becoming
965,the cultural difference,10,Becoming
966,southern Colorado,10,Becoming
967,The difference,10,Becoming
968,a liberal mentality,10,Becoming
969,our right,10,Becoming
970,arms,10,Becoming
971,the northeast,10,Becoming
972,people,10,Becoming
973,guns,10,Becoming
974,the hands,10,Becoming
975,the average person,10,Becoming
976,the need,10,Becoming
977,desire,10,Becoming
978,the southwest,10,Becoming
979,the conservatives,10,Becoming
980,it,10,Becoming
981,It,10,Becoming
982,me,10,Becoming
983,I,10,Becoming
984,I,10,Becoming
985,it,10,Becoming
986,my collection,10,Becoming
987,A dear friend,10,Becoming
988,I,10,Becoming
989,me,10,Becoming
990,I,10,Becoming
991,Obama,10,Becoming
992,I,10,Becoming
993,I,10,Becoming
994,I,10,Becoming
995,I,10,Becoming
996,the country,10,Becoming
997,work,10,Becoming
998,12-14 hour days,10,Becoming
999,the terminals,10,Becoming
1000,airports,10,Becoming
1001,CNN,10,Becoming
1002,MSNBC,10,Becoming
1003,I,10,Becoming
1004,I,10,Becoming
1005,Fox,10,Becoming
1006,my niece,10,Becoming
1007,an anchor,10,Becoming
1008,Fox,10,Becoming
1009,Philadelphia,10,Becoming
1010,This particular friend,10,Becoming
1011,me,10,Becoming
1012,Fox,10,Becoming
1013,a week,10,Becoming
1014,It,10,Becoming
1015,the time,10,Becoming
1016,the Ferguson riots,10,Becoming
1017,I,10,Becoming
1018,the difference,10,Becoming
1019,reporting,10,Becoming
1020,As well as the division,10,Becoming
1021,our country,10,Becoming
1022,our President,10,Becoming
1023,the time,10,Becoming
1024,Obama,10,Becoming
1025,his side kick Holder,10,Becoming
1026,the direct outright attacks,10,Becoming
1027,our policemen,10,Becoming
1028,women,10,Becoming
1029,I,10,Becoming
1030,I,10,Becoming
1031,who,10,Becoming
1032,the force,10,Becoming
1033,what,10,Becoming
1034,the safety,10,Becoming
1035,law,10,Becoming
1036,order,10,Becoming
1037,this country,10,Becoming
1038,It,10,Becoming
1039,I,10,Becoming
1040,everyone,10,Becoming
1041,my Facebook page,10,Becoming
1042,person,10,Becoming
1043,that guy,10,Becoming
1044,I,10,Becoming
1045,I,10,Becoming
1046,an active part,10,Becoming
1047,my country,10,Becoming
1048,our politics,10,Becoming
1049,the time,10,Becoming
1050,my husband,10,Becoming
1051,I,10,Becoming
1052,I,10,Becoming
1053,'s,10,Becoming
1054,this Affordable Care Act,10,Becoming
1055,My first quote,10,Becoming
1056,two adults,10,Becoming
1057,the hospital,10,Becoming
1058,the plan,10,Becoming
1059,My second quote,10,Becoming
1060,two adults,10,Becoming
1061,No children,10,Becoming
1062,No surgeries,10,Becoming
1063,anesthesia,10,Becoming
1064,we,10,Becoming
1065,decent salaries,10,Becoming
1066,I,10,Becoming
1067,we,10,Becoming
1068,the people,10,Becoming
1069,the county,10,Becoming
1070,houses,10,Becoming
1071,the mountain,10,Becoming
1072,bar,10,Becoming
1073,no powder days,10,Becoming
1074,the tune,10,Becoming
1075,someone,10,Becoming
1076,me,10,Becoming
1077,they,10,Becoming
1078,everything,10,Becoming
1079,Me,10,Becoming
1080,I,10,Becoming
1081,another mortgage payment,10,Becoming
1082,the form,10,Becoming
1083,the lowest coverage health insurance,10,Becoming
1084,you,10,Becoming
1085,it,10,Becoming
1086,you,10,Becoming
1087,top,10,Becoming
1088,I,10,Becoming
1089,physical therapy,10,Becoming
1090,a dogsledding accident,10,Becoming
1091,I,10,Becoming
1092,the girl,10,Becoming
1093,Obamacare,10,Becoming
1094,Her therapy,10,Becoming
1095,I,10,Becoming
1096,I,10,Becoming
1097,my business,10,Becoming
1098,a company,10,Becoming
1099,the team interaction,10,Becoming
1100,it,10,Becoming
1101,me,10,Becoming
1102,my husband healthcare,10,Becoming
1103,the nightmare,10,Becoming
1104,the ACA,10,Becoming
1105,What a shame,10,Becoming
1106,the Affordable Care Act,10,Becoming
1107,a result,10,Becoming
1108,I,10,Becoming
1109,everything,10,Becoming
1110,anything,10,Becoming
1111,I,10,Becoming
1112,politics,10,Becoming
1113,I,10,Becoming
1114,the complete breakdown,10,Becoming
1115,the left,10,Becoming
1116,Trump,10,Becoming
1117,office,10,Becoming
1118,I,10,Becoming
1119,the hate,10,Becoming
1120,the lunatic fringe mentality,10,Becoming
1121,I,10,Becoming
1122,even more division,10,Becoming
1123,I,10,Becoming
1124,my life,10,Becoming
1125,I,10,Becoming
1126,attention,10,Becoming
1127,the corruption,10,Becoming
1128,the Clintons,10,Becoming
1129,the Obamas,10,Becoming
1130,the FBI,10,Becoming
1131,I,10,Becoming
1132,friends,10,Becoming
1133,Facebook,10,Becoming
1134,real life,10,Becoming
1135,I,10,Becoming
1136,my political views,10,Becoming
1137,my right,10,Becoming
1138,arms,10,Becoming
1139,an AR15,10,Becoming
1140,a right,10,Becoming
1141,arms dog tag,10,Becoming
1142,a .22 bullet,10,Becoming
1143,my neck,10,Becoming
1144,I,10,Becoming
1145,the American flag,10,Becoming
1146,Me Gadsden flag,10,Becoming
1147,I,10,Becoming
1148,this country,10,Becoming
1149,my family,10,Becoming
1150,our wars,10,Becoming
1151,I,10,Becoming
1152,every state,10,Becoming
1153,this country,10,Becoming
1154,good decent people,10,Becoming
1155,We,10,Becoming
1156,this hate,10,Becoming
1157,people,10,Becoming
1158,one,10,Becoming
1159,their backgrounds,10,Becoming
1160,political stances,10,Becoming
1161,This movement,10,Becoming
1162,I,10,Becoming
1163,a part,10,Becoming
1164,it,10,Becoming
